question_type,question,answer,reasoning_path
pattern_e_team_league,Which league does the team of guven guneri play in?,Bank Asya 1.League,guven guneri --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of berkin kamil aslan play in?,Bank Asya 1.League,berkin kamil aslan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of olcay çetinkaya play in?,Bank Asya 1.League,olcay çetinkaya --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Hasan Ozer play in?,Bank Asya 1.League,Hasan Ozer --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of hasan vezir play in?,Bank Asya 1.League,hasan vezir --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Atilla Koca play in?,Bank Asya 1.League,Atilla Koca --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,"Which league does the team of Adın, Olcan play in?",Bank Asya 1.League,"Adın, Olcan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League"
pattern_e_team_league,Which league does the team of erhan kavak play in?,Bank Asya 1.League,erhan kavak --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of rıza şen play in?,Bank Asya 1.League,rıza şen --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Oguz Sabankay play in?,Bank Asya 1.League,Oguz Sabankay --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of sezer sezgin play in?,Bank Asya 1.League,sezer sezgin --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Tayfun Seven play in?,Bank Asya 1.League,Tayfun Seven --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of umut kekilli play in?,Bank Asya 1.League,umut kekilli --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Ugur Erdogan play in?,Bank Asya 1.League,Ugur Erdogan --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of yağız göktuğ taşbulak play in?,Bank Asya 1.League,yağız göktuğ taşbulak --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Volkan Ekici play in?,Bank Asya 1.League,Volkan Ekici --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Eser Yağmur play in?,Bank Asya 1.League,Eser Yağmur --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,"Which league does the team of selçuk şahin (footballer, born 1983) play in?",Bank Asya 1.League,"selçuk şahin (footballer, born 1983) --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League"
pattern_e_team_league,Which league does the team of yavuz özkan (footballer) play in?,Bank Asya 1.League,yavuz özkan (footballer) --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of mahmut ertugrul taskiran play in?,Bank Asya 1.League,mahmut ertugrul taskiran --[member of sports team]--> Kartalspor --[league]--> Bank Asya 1.League
pattern_e_team_league,Which league does the team of Irfan Buz play in?,TFF Third League,Irfan Buz --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Senyil Mehmet Kutay play in?,TFF Third League,Senyil Mehmet Kutay --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of erdem özgenç play in?,TFF Third League,erdem özgenç --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Bülent Uzun play in?,TFF Third League,Bülent Uzun --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Ender Alkan play in?,TFF Third League,Ender Alkan --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Aykut Akgün play in?,TFF Third League,Aykut Akgün --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of Engin Baytar play in?,TFF Third League,Engin Baytar --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of guven guneri play in?,TFF Third League,guven guneri --[member of sports team]--> i̇stanbul maltepespor --[league]--> TFF Third League
pattern_e_team_league,Which league does the team of mehmet budak play in?,TFF Second League/doc,mehmet budak --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Fatih Ozturk Trabzonspor play in?,TFF Second League/doc,Fatih Ozturk Trabzonspor --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of emre toraman play in?,TFF Second League/doc,emre toraman --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Emrullah Salk play in?,TFF Second League/doc,Emrullah Salk --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Eren Aydin play in?,TFF Second League/doc,Eren Aydin --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of evren özyiğit play in?,TFF Second League/doc,evren özyiğit --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of kâmil altan play in?,TFF Second League/doc,kâmil altan --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of volkan arslan play in?,TFF Second League/doc,volkan arslan --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of mehmet aksu play in?,TFF Second League/doc,mehmet aksu --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Okan Salmaz play in?,TFF Second League/doc,Okan Salmaz --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of sezgin coskun play in?,TFF Second League/doc,sezgin coskun --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Soner Ornek play in?,TFF Second League/doc,Soner Ornek --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of ali beratlıgil play in?,TFF Second League/doc,ali beratlıgil --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of murat gürbüzerol play in?,TFF Second League/doc,murat gürbüzerol --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Hasan Ali Durtuluk play in?,TFF Second League/doc,Hasan Ali Durtuluk --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Onder Cengel play in?,TFF Second League/doc,Onder Cengel --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of İlyas Kahraman play in?,TFF Second League/doc,İlyas Kahraman --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of güven cavus play in?,TFF Second League/doc,güven cavus --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Ender Günlü play in?,TFF Second League/doc,Ender Günlü --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Ahmet Dursun play in?,TFF Second League/doc,Ahmet Dursun --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Ahmet Görkem Görk play in?,TFF Second League/doc,Ahmet Görkem Görk --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of ahmet saglam play in?,TFF Second League/doc,ahmet saglam --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Furkan Aydin play in?,TFF Second League/doc,Furkan Aydin --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of altan aksoy play in?,TFF Second League/doc,altan aksoy --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
pattern_e_team_league,Which league does the team of Arif Karaoğlan play in?,TFF Second League/doc,Arif Karaoğlan --[member of sports team]--> eyüp sk --[league]--> TFF Second League/doc
