entity_id,name,description
Q10799295,Trabzon İdmanocağı,"İdmanocağı or İdman Ocağı is a Turkish sports club based in Trabzon, Turkey. They had a strong rivalry with another club, İdmangücü which matched the Istanbul rivalry between Fenerbahçe and Galatasaray. İdmanocağı was often compared to Galatasaray, partly because of this rivalry and partly because of their red and yellow colours. The football department discontinued in 1967 when they were forced by the Turkish Football Federation to merge with İdmangücü with two other local clubs, Karadenizgücü and Martispor to form Trabzonspor.They were founded as the first club in the city of Trabzon. Being old and deeply rooted in the city, they played a huge role in the development of various sports in the city of Trabzon. The club also has a women's volleyball department, which plays currently in the Turkish Women's Volleyball League since the 2014–15 season."
Q10824182,"taskesen, devrek","Taşkesen  is a village in Devrek District, Zonguldak Province, Turkey."
Q1084280,Süper Lig 2010-2011,"The 2010–11 Süper Lig (known as the Spor Toto Süper Lig for sponsorship reasons) was the 53rd season since its establishment. The season began on 14 August 2010 and concluded on 22 May 2011.Fenerbahçe claimed their 18th title, but the season was marred by the 2011 Turkish football corruption scandal which involved 17 Süper Lig teams and dozens of people, including club bosses and Turkish internationals."
Q10843642,"caliskan, gercus","Çalışkan is a village in the District of Gercüş, Batman Province, Turkey. As of 2011, it had a population of 18  people."
Q1088676,2000 UEFA Super Cup,"The 2000 UEFA Super Cup was a football match played on 25 August 2000 between Real Madrid of Spain and Galatasaray of Turkey. Real Madrid qualified by beating Valencia in the 2000 UEFA Champions League Final, while Galatasaray had made it to the Super Cup after beating Arsenal in the 2000 UEFA Cup Final. Galatasaray won the match 2–1, both goals scored by Mário Jardel, the latter a golden goal.This was the first Super Cup contested by the winners of the UEFA Cup (now the UEFA Europa League). Until 1999, it was contested by the winners of the UEFA Champions League and the winners of the UEFA Cup Winners' Cup, but the Cup Winners' Cup was discontinued after the 1998–99 season."
Q1090263,Omerli Dam,"Ömerli Dam (Turkish: Ömerli Barajı) is a rock-fill dam in Istanbul Province, Turkey.Ömerli Dam is located in Çekmeköy district of Istanbul Province. The rock-fill dam was built by the Turkish State Hydraulic Works on the Riva Creek to provide tap water for the city. Construction started in 1968, and the dam went in service in 1973.The volume of the earth mass used in the dam is 2,200 dam3 (78,000,000 cu ft). The dam has a thalweg height of 52 m (171 ft). It forms the reservoir Lake Ömerli (Turkish: Ömerli Gölü), which has a surface of 23 km2 (8.9 sq mi) and water capacity of 386 nm3 (1.36×10−23 cu ft).In 1999, a sanitation project was launched to protect the reservoir from waste water pollution. In the time span of the last twenty years after the construction of the dam, the surrounding area saw a rapid urbanization that brought the risk of pollution of the reservoir. The project foresaw the collection of waste water by collectors and treatment in sewage plants before emptying into the sea."
Q1090288,yenice dam,"Yenice Dam is a dam on the Sakarya River near Yenice on the border of Eskişehir and Ankara Province, Turkey. It houses a 38 MW hydroelectric power station. It was constructed between 1985 and 2000. The development was backed by the Turkish State Hydraulic Works."
Q1094416,civar cetin,Civar Çetin (born 1 January 1992) is a Turkish professional footballer who currently plays for Amed SK.
Q10952014,Mustafa Kemal University,"Mustafa Kemal University (Turkish: Mustafa Kemal Üniversitesi), abbreviated as MKU, is a public university established 1992 at Antakya, Hatay Province in southern Turkey. It is named after the founder of the Turkish Republic, Mustafa Kemal Atatürk.It comprises eleven faculties, five four-year colleges, 15 two-year vocational schools, three post-graduate institutes, nine research centers, a conservatory and a university hospital. In 2010 the student enrolment of Mustafa Kemal University reached approximately 24,900 in total. The total size of the teaching faculty is 967. The main campus of the university is located in Serinyol area, 15 km (9.3 mi) north of Antakya. In 2007, the Faculty of Engineering moved from Antakya to İskenderun.The MKU is an active member of European University Association (EUA) since 2001."
Q11084057,dap drums,"The daf (Persian: دف‎ daf; Sorani Kurdish: دەف‎ daff; Arabic: دُفْ‎ duf) is a large Persian and Arabic frame drum used in popular and classical music. The frame is usually made of hardwood with many metal ringlets attached, and the membrane is usually fish skin but other skin types such as cow, goat, and horse are used. The Daf is mostly used in Greater Iran, Arab world, Indian subcontinent, Kurdistan, and Central Asia, and usually accompanies singers and players of the tanbur, violin, oud, saz and other Middle Eastern instruments. Some dafs are equipped with small cymbals, making them analogous to a large tambourine."
Q111047,Timo Cecen,"Timo Çeçen (born 17 May 1994, in Wehrda) is a German footballer born to a Turkish father of Chechen descent and a Spanish and Italian mother, who plays for FC 08 Homburg."
Q1114411,egemen korkmaz,Egemen Korkmaz (born 3 November 1982) is a Turkish footballer who plays for Turkish club BB Erzurumspor.
Q1115783,Oguzhan Berber,Oğuzhan Berber (born 10 April 1992) is a Turkish professional footballer who plays as a left back.
Q1115799,eğitim sen,"Education and Science Workers' Union (Turkish: Eğitim ve Bilim Emekçileri Sendikası), better known with its abbreviation Eğitim-Sen, is a left-wing trade union of teachers and other education workers in Turkey. In 2005 it had around 200,000 members and was Turkey's largest trade union.It was founded on January 23, 1995 as a merger of Eğit-Sen and Eğitim-İş both founded in 1990.  It is a member of KESK (Confederation of Public Employees Trade Unions, Education International the International Trade Union Confederation."
Q11173914,Vefa Stadium,"Vefa Stadı (English: Vefa Stadium) (also named Karagümrük Stadı/Arena) is a football stadium, home ground of Turkish Second League club Fatih Karagümrük, located in Karagümrük, Istanbul.Vefa Stadı is occasionally in use for the promotional play-off enocunters in lower tier leagues, other sports including American Football and for public holiday ceremonies."
Q1117607,gurcutepe,"Gürcütepe is a Neolithic site on the southeastern outskirts of Şanlıurfa in Turkey, consisting of four very shallow tells along Sirrin Stream that flows from Şanlıurfa. All four hills are now covered by modern buildings, so they are no longer recognizable. In the late 1990s a German archaeological team under the direction of Klaus Schmidt carried out soundings on all four hills and made extensive excavations on the second hill seen from the east.Originally it was assumed that the four hills were settled in a specific time sequence, that one of these settlement phases would coincide with the nearby Gobekli Tepe. However, the excavations have indicated that all four hills were settled during the PPNB period; the easternmost hill is from the later PPNC period. Gürcütepe joins a group of Neolithic localities in Turkey, all rammed-earth buildings possessing space subdivisions next to larger community buildings. The small finds correspond to what we previously knew already. Overall, the Gürcütepe gives the impression of a rural settlement which was significantly younger than the famous Göbekli Tepe."
Q11183744,Kirikhanspor,"Kırıkhanspor is a Turkish football club located in Kırıkhan, Hatay Province."
Q1118867,koray candemir,"Koray Candemir (born 7 August 1975) is a Turkish musician, songwriter, and record producer. He used to be the lead singer of the Turkish rock band Kargo. Towards the end of 2008, Koray Candemir and Serkan Celikoz, has decided to end their involvement with Kargo, due to vision and opinion differences with the other members of Kargo. They have formed their new band which is named 'maSKott'. They are currently in Seattle working on their new projects and have plans to release a single and an album soon. Besides singing, Koray also plays the guitar in Kargo and maSKott. In addition to his musical work, he is known for his acting and charity work.Candemir was sentenced to 10 months of imprisonment in October 2015 for ""drug use"" with the verdict of the Istanbul 19th High Court, and was acquitted with charges of ""forming, managing and becoming a member of a drug organization"". The court suspended the sentence because the prison sentence was less than a year."
Q1121974,Enes Kubat,Enes Kubat (born 1 March 1994) is a Turkish professional footballer who plays for MKE Ankaragücü. He made his Süper Lig debut on 12 February 2012.
Q11274716,Nedim Doğan,Nedim Doğan (born 1943 in İstanbul) was a Turkish football player of Fenerbahçe. He played as a forward. He started his professional career with İstanbulspor and then transferred to Fenerbahçe where he played twelve years between 1961-73. He scored 101 goals in 416 matches for Fenerbahçe SK.He played 9 matches for national team.
Q1127498,sanica boru elâzığspor,"Elazığspor is a football team located in Elazığ, Turkey, which competes in the TFF First League. They previously played their home games at Elazığ Atatürk Stadium in Elazığ, which had a maximum capacity of 13,923. The club was founded in 1967."
Q112868,Fırat Aydınus,"Fırat Aydınus (Turkish pronunciation: [ˈfɯɾat ˈajdɯnus], born 25 October 1973) is a Turkish international football referee. He studied and practiced geophysical engineering. In the 2011-2012 Turkish Super League season, he whistled the league-low 29.5 fouls per game among all 37 active referees. In January 2012, he was promoted from UEFA Category 1 to the Elite Development category.He refereed at the 2014 FIFA World Cup qualifiers. Aydınus took charge at the UEFA Champions League group stage matches for the first time in September 2012."
